SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	Annotator J	
tueba-s99590-1	bleiben	Doch der öffentliche Austausch taktischer Erklärungen blieb bis gestern die einzige größere Bewegung im französischen Luftverkehr, während 75 Prozent der mit überdimensionierten Fußballern aus aller Welt bemalten Maschinen des' offiziellen WM-Transporteurs' weiterhin am Boden blieben.	73646	89970	*	*	*	*	89969	73646	*	*	
tueba-s99747-0	brauchen	' Die tiefe Spaltung des Landes in einzelne Lager wie links und recht, religiös und weltlich, und daß die israelische Gesellschaft wegen dieser inneren Zerissenheit ein Feindbild wie die Palästinenser braucht.	*	85727	*	*	*	*	85727	*	*	*	
tueba-s100358-2	erstellen	Für den Privatgebrauch brennt Alfred CDs, stellt Seiten ins Internet, erstellt Computergraphiken oder macht Übersetzungen.	*	83160	*	*	*	*	*	83160	*	*	
tueba-s100709-2	sagen	Aber das reichte: Prompt wurden sämtliche Güterverkehre,' die Apfelsinenkisten aus Spanien', sagt Vollmer,' eben alles' nach Skandinavien statt wie bisher via Puttgarden über den Großen Belt abgewickelt.	78848	78741	*	*	*	*	*	*	*	*	
tueba-s101437-3	finden	Zwar wird der frühere Menschenhandel verurteilt, aber was unter unseren Augen geschieht, findet keine Erwähnung.'	*	129655	*	*	*	*	*	129655	*	*	
tueba-s101485-0	behaupten	Trotzdem behauptet sie, anständig ernährt worden zu sein.	*	78618	*	*	*	*	78618	*	*	*	
tueba-s101531-0	nutzen	Jedes Jahr nutzt sie diese Gelegenheit und begleitet den ein oder anderen Jugendlichen in sein Heimatland zurück, weil für ihn die Immigration nach Frankreich in einem Sklavendasein mündete.	*	76258	*	*	*	*	76258	*	*	*	
tueba-s102088-0	machen	Wally Gilbert, ein Theoretischer Physiker, der ebenfalls diesen Schritt machte und später den Nobelpreis bekam, war formal mein Begleiter.	*	75583	*	*	*	*	73302	*	*	*	
tueba-s102122-1	lieben	Schreiben Sie, ich liebe das Streben, die Welt zu verstehen, und ich hasse den Szientismus, diese Tendenz, alles zum Objekt zu machen.	74628	74628	*	*	*	*	*	*	*	*	
tueba-s102757-1	finden	Denn die Rezession, in der sich das Reich der aufgehenden Sonne gefangen findet, hat nichts Überraschendes.	82307	129655	*	*	*	*	*	*	*	*	
tueba-s102882-2	bleiben	Der Aufnahmeleiter war begeistert über die authentische Videothek und befand, daß' alles unbedingt so muddelig bleiben muß'.	73680	73680	*	*	*	*	*	73680	*	*	
tueba-s103192-0	geben	Dort gibt es keine Erotik, sondern Gewalt unter dem Aspekt Vergewaltigung.	*	73264	73264	*	*	*	*	*	*	*	
tueba-s103220-0	ändern	Hartmut Behrend( Name geändert) ist einer der Verletzten, der noch während der Kundgebung mit dem Notarztwagen ins Krankenhaus gebracht werden mußte.	*	83557	*	*	*	*	83557	*	*	*	
tueba-s103349-1	finden	Zwei Tagesreisen südlich der Krisenregion an der Grenze, auf der Ferieninsel Bubaque südwestlich der Hauptstadt Bissau, haben bereits Hunderte Senegalesen eine neue Heimat gefunden.	77891	82307	*	*	*	*	*	*	*	*	
tueba-s103648-1	brauchen	Ablesen braucht sie nichts!	*	85727	*	*	*	*	85724	*	*	*	
tueba-s104755-0	geben	Aber es gab Schlimmeres in den 80ern: extrem aufgetuffte Frisuren und keine Handys.	*	73264	*	*	*	*	73264	73264	*	*	
tueba-s88-0	finden	' Ich finde es gut, daß das Aktionsprogramm nun in einer breiten Öffentlichkeit diskutiert wird.'	*	*	*	*	*	*	129655	77273	*	*	
tueba-s1960-1	suchen	Denn die Parteibuch-Biker wollen das Gespräch mit Bürgern und lokalen Persönlichkeiten suchen und eine' Linie der Begegnung und Freundschaft quer durch Deutschland' ziehen.	82329	*	*	*	*	*	77562	*	*	*	
tueba-s2239-0	gelangen	1990 gelangte der Film nach Cannes.	*	*	*	*	*	*	81829	*	*	81829	
tueba-s2660-2	funktionieren	So sieht es das jüngste Sanierungskonzept für das Unternehmen vor, von dem alle hoffen, daß es diesmal auch funktioniert.	*	*	*	*	*	*	73503	76753	*	*	
tueba-s3117-1	finden	Auf dem Landesparteitag in Mecklenburg-Vorpommern wird am Samstag mit hoher Wahrscheinlichkeit ein Anti-Fischer-Papier eine Mehrheit finden.	77553	*	*	*	*	*	129656	*	*	*	
tueba-s3827-0	scheinen	Es scheint nur darum zu gehen, daß die CDU nicht zu viele Stimmen verliert und die SPD nicht zu stark zulegt.	73621	*	*	*	*	*	73621	*	*	*	
tueba-s4409-1	finden	Die hier dominierenden Material-Gedichte, die in ihrem Fragmentarismus die Zerrissenheit des Autors widerspiegeln, findet man auch schon im Band' Langsamer knirschender Morgen' von 1987.	82307	*	*	*	*	*	129655	129655	*	*	
tueba-s4812-4	schreiben	' Die Saison ist versaut, der Abstieg droht- also siegt für uns und für das Schwabenland', haben sie auf ihre Plakate geschrieben.	82842	*	*	*	*	*	112174	*	*	*	
tueba-s5114-0	beginnen	Die Demonstration beginnt um 9.00 Uhr am Olivaer Platz.	83526	*	*	*	*	*	83526	*	*	*	
tueba-s5290-0	erinnern	Ein aufgebrachter Großvater erinnerte an freiwillige Aufbaustunden, die er wie viele andere beim Bau des Bades geleistet hatte.	*	*	*	*	*	*	79501	77223	*	*	
tueba-s5679-2	lernen	Ich dachte immer, in Fragen der freien Liebe könnten wir noch was von den lustigen Gays lernen.	77485	*	*	*	*	*	77485	*	*	*	
tueba-s5740-0	kaufen	Gekauft haben den Butterfinger aber nur Blinde und Analphabeten.	74296	*	*	*	*	*	74296	*	*	*	
tueba-s6329-1	meinen	Es ist unsinnig, zu meinen, die Albaner könnten irgendwann zurück in ihre Häuser.	*	*	*	*	*	*	87086	87086	*	*	
tueba-s6487-1	ermöglichen	Er würde Nord-Süd-Durchfahrten und solche von Pinneberg zum Hauptbahnhof ermöglichen.	76087	*	*	*	*	*	82764	*	*	*	
tueba-s7062-0	mögen	' Ich mag Normalität', sagt Johnny Dowd.	*	*	*	*	*	*	73584	74626	*	*	
tueba-s7103-0	glauben	Wir glauben nicht an die Vergangenheit und nicht an die Zukunft.	77245	*	*	*	*	*	77229	*	*	*	
tueba-s7425-1	schreiben	' Lenin hat mal ein Buch über den gerechten Krieg geschrieben.	82842	*	*	*	*	*	82842	*	*	*	
tueba-s8121-1	ermöglichen	Im Rahmen der geplanten Stärkung der Rolle der Hausärzte will Ministerin Andrea Fischer( Bündnis 90/ Grüne) den Krankenkassen ermöglichen, Patienten finanzielle Anreize für den Hausarztbesuch zu gewähren.	82764	*	*	*	*	*	82764	*	*	*	
tueba-s8278-0	finden	In seinem Haus fanden die Beamten eine Kiste Sprengstoff.	82307	*	*	*	*	*	129655	*	*	*	
tueba-s8986-0	scheinen	Lange Zeit schien es, als würde die Polizeistrategie, die Demo ohne Spalier laufen zu lassen, aufgehen.	73621	*	*	*	*	*	73621	*	*	*	
tueba-s9454-2	helfen	Mit einem solchen Verständnis des Zusammenhanges von Kultur und Entwicklung müssen nicht mehr alle nach immer mehr vom Gleichen streben wie in den gängigen Vorstellungen, bei denen eine' Entwicklungshilfe' den Fußkranken der Weltgeschichte hilft, allmählich auf das gleiche Niveau zu kommen wie die' Entwickelten'.	*	*	*	*	*	*	75955	75955	*	*	
tueba-s10324-0	scheinen	Gegen seine leiernden, an irische Folklore erinnernden Songs scheint sich die Sprache Hölderlins zu wehren.	*	*	*	*	*	*	73621	73621	*	*	
tueba-s11155-1	lernen	Tatsächlich, das ist das Dilemma: Wer lernt, ist ein Opportunist.	*	*	*	*	*	*	77485	77485	*	*	
tueba-s11158-4	lernen	Sie haben noch keine Konsequenzen gezogen und sind daher frei, situationsabhängig und konsequenzenlos, pragmatisch, opportunistisch und reinen Gewissens zu lernen, was jeweils zu lernen ist.	77499	*	*	*	*	*	77485	*	*	*	
tueba-s11178-1	lernen	Wer lernt, und zwar in jeder Situation lernt, das heißt nicht nur gelernt hat, ist kalt.	*	*	*	*	*	*	77485	77499	*	*	
tueba-s11181-1	lernen	Und er treibt die Nato zur Verzweiflung, weil er täglich neu lernt und bereits aus den ersten Bomben gelernt hat, daß er den Krieg politisch gewonnen hat, sosehr er ihn auch militärisch verlieren mag.	77485	*	*	*	*	*	77499	*	*	*	
tueba-s11358-0	scheinen	Ähnlich kryptisch scheint auch, was von Plogs Botschaft in den Ohren der verehrten Kollegen hängenblieb.	73621	*	*	*	*	*	73621	*	*	*	
tueba-s11449-0	spüren	Spürt sie denn die Duisburger Fußball-Euphorie, seit sich der MSV zweitbeste Rückrundenmannschaft nennen darf?	*	*	*	*	*	*	82488	74489	*	*	
tueba-s12117-2	beschreiben	' Es ist schade, daß akademische Leistungen so wenig angesehen sind', beschrieb Devon Adams die Situation an der Columbine High School vor dem Attentat.	*	*	78963	*	*	*	78963	*	*	*	
tueba-s13240-0	bleiben	' Liebe taz...' Grüne: Es bleibt ein schaler Geschmack.	89969	*	*	*	*	*	89970	*	*	*	
tueba-s14366-0	kaufen	Heute kaufen Firmen ebenso bei ihr wie Privatleute: Etwa zehn Ausstellungen pro Jahr bot und bietet die Galeristin an.	*	*	*	*	*	*	74296	74296	*	*	
tueba-s16546-1	berücksichtigen	Dies kann vom Ab-rechnungsunternehmen com-putergesteuert berücksichtigt werden, was auf der Abrechnung rechnerisch nachvollziehbar deutlich gemacht werden muß.	*	*	*	*	*	*	78343	78343	*	*	
tueba-s17316-2	sorgen	Deutschland hat aber das Recht mit Füßen getreten und de facto mit dafür gesorgt, daß der Mann an die Türkei ausgeliefert wurde.	*	*	77427	*	*	*	76015	*	*	*	
tueba-s17494-2	nutzen	Als Audi vor wenigen Jahren die neue Gruppenarbeit einführte, verlangte der Vorsitzende des Gesamtbetriebsrates von Audi, daß die' Kreativität des einzelnen wieder genutzt wird'.	129218	*	*	*	*	*	76258	*	*	*	
tueba-s17634-1	ermöglichen	Ziel war ein' hochqualifiziertes Führerheer', das den schnellen Aufbau einer Charaktertruppe ermöglichte.	76087	*	*	*	*	*	82764	*	*	*	
tueba-s18234-0	benötigen	Die sozialen Betriebe benötigten weniger Fördermittel als andere Arbeitsmarktinstrumente und es sei volkswirtschaftlich allemal sinnvoller, Arbeitsplätze als Arbeitslosigkeit zu finanzieren, lobte am Mittwoch Hannovers Sozialministerin Heidi Merk das Förderprogramm, das Niedersachsen 1991 als erstes Bundesland gestartet hatte.	77379	*	*	*	*	*	85725	*	*	*	
tueba-s18452-2	mögen	' Leute, die glauben, sie mögen keinen HipHop, mögen unsere Musik.	*	*	*	*	*	*	73584	73584	*	*	
tueba-s19408-0	mögen	Wer möchte, kann sich am Gasbrenner Tee kochen.	*	*	*	*	*	*	73584	73526	*	*	
tueba-s21386-1	erstellen	' Stattdessen muß vor der Beauftragung eines Investors ein verkehrs- und städteplanerisches Gesamtkonzept für Bergedorf und Lohbrügge erstellt werden', heißt es im Text des Bürgerbegehrens.	83160	*	*	*	*	*	83160	*	*	*	
tueba-s21913-3	sorgen	Ausführlich würde zwar beschrieben, daß die Nato-Truppen in Albanien ihre Logistik für die humanitäre Hilfe zur Verfügung stellten und für die Sicherheit der Vertriebenen sorgten.	*	*	76015	*	*	*	77427	*	*	*	
tueba-s22984-1	vergessen	Denn sie gehen ja nicht glücklich in der neuen Westgesellschaft auf und vergessen, daß sie Ossis waren.	*	*	*	*	*	*	77698	77698	*	*	
tueba-s23139-2	kaufen	Um seine Diversifizierung außerhalb des Schiffbaus fortzusetzen, wollte die Bremer Vulkan 74,5 Prozent der Anteile an KAE von der Krupp GmbH kaufen.	74296	*	*	*	*	*	74296	74296	*	*	
tueba-s23505-2	kaufen	Der rumänische Normalbürger war belesen und stand Schlange nicht nur für Milch und Fleisch, sondern auch, um Marin Predas Bücher zu kaufen.	*	*	*	*	*	*	74296	74296	*	*	
tueba-s23556-0	glauben	' Glaube, heute vormittag einem neuen Pudendum auf die Spur gekommen zu sein, das es in der Vergangenheit nicht gegeben hat.	77245	*	*	*	*	*	77245	*	*	*	
tueba-s24576-2	machen	' Unter der Überschrift' user als looser' findet sich folgendes Zitat:' Ich habe meine Hausaufgaben gemacht'- so der Kommenatar von Innensenator Friedrich van Nispen zum monatelangen Polizeiterror' am Sielwalleck und in der Friesenstraße...'	78519	*	78519	*	*	*	85607	*	*	*	
tueba-s25007-2	sorgen	Offizielle Begründung: Sie sollen Antragstellern, vor allem Asylbewerbern, den Weg durch das Zimmerlabyrinth weisen und gelegentlich für Ordnung sorgen.	*	*	*	*	*	*	77427	*	*	77427	
tueba-s28622-3	erzielen	Im Gegenteil: Während aus Lissabon die ersten Kriegsschiffe der Nato in die Adria auslaufen um das Handelsembargo der UNO zu überwachen, versuchen serbische Verbände in Bosnien weitere Landgewinne zu erzielen.	*	*	*	*	*	*	74328	76310	*	*	
tueba-s29353-1	erinnern	Sogar Juri Wdowin, der im Stadtparlament nicht müde wird, die Genossen von der' Firma' an ihre Vergangenheit zu erinnern, macht hier halt:	*	*	*	*	*	*	79501	79501	*	*	
tueba-s29528-2	erreichen	Selbst wenn die Komitees für Gerechtigkeit nicht zu einer breiten Bewegung werden, haben sie eines schon erreicht.	*	*	76356	*	*	*	80437	*	*	*	
tueba-s29598-1	lernen	Und noch eins: Du mußt Russisch lernen...'	77485	*	*	*	*	*	77485	*	*	*	
tueba-s29775-0	kaufen	Camorristische Gangs kaufen Kinder, vor allem von' Nomaden' aus dem ehemaligen Ostblock, die sie zu Taschendieben und Straßenräubern ausbilden und außerhalb der' Arbeitszeit' oft unter sklavenähnlichen Bedingungen in abgeschlossenen Verliesen, Erdhöhlen oder Hinterzimmern festhalten.	74296	*	*	*	*	*	74296	*	*	*	
tueba-s31096-0	nutzen	Auch der zweite Aufsteiger, der Wuppertaler SV nutzte den Schwung der ersten Woche.	76258	*	*	*	*	*	129218	*	*	*	
tueba-s32047-0	suchen	Die UNO ihrerseits sucht zu beweisen, daß sie trotz aller Schwierigkeiten- die auch in ihrer eigenen umstrittenen Effektivität liegen- an dem Friedensplan festhalten kann.	77562	*	*	*	*	*	82329	*	*	*	
tueba-s34473-2	nutzen	Kinkel forderte, die Verhinderer müßten die nächsten Wochen' als Denkpause' nutzen.	76258	*	*	*	*	*	76258	*	*	*	
tueba-s34794-5	schreiben	Darüber hinaus erscheine die staatliche Finanzierung von Reisekosten' schon deswegen verfassungswidrig', weil nicht ersichtlich sei, wie der Anspruch auf Gleichbehandlung gewahrt werden kann, schreibt das Gericht weiter.	78962	*	*	*	*	*	78962	*	*	*	
tueba-s34877-0	stören	Gestört bei solch weihevollen Tätigkeiten, werden die Herren von der CDU allerdings ungemütlich.	*	*	*	*	*	*	79649	79649	*	*	
tueba-s35012-2	sagen	Die zuständige Fachabteilung im Werk habe erst am Donnerstag davon erfahren, sagte Schönfeld.	78848	*	*	*	*	*	78848	*	*	*	
tueba-s35832-0	mögen	Schlicht alles, was wir mögen, wird in Gefühlsszenarien übersetzt.	*	*	*	*	*	*	74626	74626	*	*	
tueba-s35841-2	kaufen	Die verbrauchsfertige Welt läßt sich eben nicht erfahren, sondern nur kaufen und konsumieren', schreibt die Erziehungswissenschaftlerin Marianne Gronemeyer skeptisch über die Glücksproduzenten.	74296	*	*	*	*	*	74296	*	*	*	
tueba-s36167-7	passieren	Hier lernt man, daß das eine ohne das andere nicht zu haben ist, denn wer etwa zu den lichten Gefilden des S. Fischer Verlags durchdringen will, wo man das Werk Freuds pflegt, der muß den Stand jenes Werner Sprenger passieren, der allerlei' Schleichwege zum Ich' gefunden zu haben behauptet und nun allzu ichstark herausposaunt:	*	*	*	*	*	*	81249	81249	*	*	
tueba-s36754-4	sagen	Wer sich auf diesen Konfliktverlauf einläßt, der muß Partei ergreifen: Der muß sagen, wie er zum Fortschrittsmodell steht, das hier stillschweigend zugrunde liegt und das in seiner radikalen Marktförmigkeit ein Modell der Gewinner auf Kosten der Verlierer ist.	*	*	*	*	*	*	78741	78848	*	*	
tueba-s36802-1	suchen	Damit würde soziale Stabilität nicht ausschließlich bei den' Besserverdienenden' gesucht, und es gäbe ein Recht auf Stadt auch für Benachteiligte und Verlierer.	77422	*	*	*	*	*	77562	*	*	*	
tueba-s39443-4	kaufen	Seit 1991 ist sie nicht mehr erneuert worden, was bedeutet, daß seitdem niemand Unterwäsche oder Damenbinden, Laken oder Hemden, Schuhe oder Hosen gekauft hat.	74296	*	*	*	*	*	74296	*	*	*	
tueba-s39547-1	gelangen	300 Lastwagen und Hunderte von Privatautos warten hier darauf, nach Sarajevo zu gelangen.	*	*	*	*	*	*	81829	81829	*	*	
tueba-s39846-0	scheinen	Der Rahmen der ägyptischen Veranstaltung scheint zu passen.	73621	*	*	*	*	*	73621	*	*	*	
tueba-s40629-1	erklären	Denn Young hatte vor dem Richter des Landkreises Sedgwick im US-Staat Kansas, Clark Owens, erklärt, er könne den von ihm angerichteten Schaden von 11.333 Dollar nicht zurückzahlen, weil er wegen seines Übergewichts keine Arbeit finde.	*	*	*	*	*	*	83214	78970	*	*	
tueba-s40653-4	erzählen	Mein Notar überlegt, ob er auf' Urteil' verbessern soll, kommt aber nicht dazu, weil Frau Huber zu erzählen beginnt, wie sie und ihr Mann damals das Haus gebaut haben.	*	*	78959	*	*	*	78960	*	*	*	
tueba-s40726-2	sagen	' Dann zeigte er mir seine Stechkarte, und ich war wütend', sagte der Vater.	78741	*	*	*	*	*	78741	*	*	*	
tueba-s43506-0	versuchen	Durch Befragungen und Studien versuchen sie, die täglichen Bedürfnisse alter Menschen herauszufinden, um darauf reagieren zu können.	*	*	*	*	*	*	112506	112506	*	*	
tueba-s44363-2	vergessen	Im technischen Rausch, und kommt er noch so hölzern daher, soll so vergessen gemacht werden, was rings um die Infobox nicht nur simuliert wird, sondern wirklich geschieht: der Ausverkauf der Stadt und der bürgernahen Planung an eine gesellschaftliche, aber kapitalkräftige Minderheit.	*	*	*	*	*	*	77698	77698	*	*	
tueba-s45166-3	lassen	Dessen ungeachtet wurde die Band nach den Brandanschlägen von Solingen als Sprachrohr des rechtsradikalen Fußvolks von der Presse hervorgekramt, um dann kleinlaute Kehrtwendungen folgen zu lassen( siehe Der Spiegel vom 15. 11. 1993).	109386	*	*	*	*	*	109385	*	*	*	
tueba-s45808-3	nutzen	' Die Menschen vor Ort sollen allein das Recht haben zu entscheiden, ob sie die Wälder forstwirtschaftlich nutzen', fordert Meyer.	76258	*	*	*	*	*	129218	*	*	*	
tueba-s45909-2	sagen	Die Volksabstimmung vom Sonntag über die Amtszeit von Präsident Saddam Hussein sei nur der erste Schritt zur demokratischen Legitimität gewesen, sagte Asis.	78848	*	*	*	*	*	78848	*	*	*	
tueba-s47535-0	nutzen	Da sogar das CDU-geführte Wirtschaftsressort dieses Schlupfloch nutzen will, wird man vom Sozialressort nichts anderes verlangen können.	76258	*	*	*	*	*	76258	129218	*	*	
tueba-s48071-5	machen	Die Erwachsenen sind nur Begleiter oder Berater, die Jugendlichen bestimmen, was passieren soll: zum Beispiel Comics zeichnen oder gemeinsam Musik machen.	82751	*	*	*	*	*	82751	*	*	*	
tueba-s48735-2	finden	Der geheimnisumwitterte reichste Mann der Schweiz hatte an diesen Tagen sein erstes Interesse an dem neuen elektronischen Service bekundet, und auf der Gegenseite fand dies positive Resonanz.	82307	*	*	*	*	*	77553	*	*	*	
tueba-s49119-1	spüren	Heiner Geißler bekam dies vor dem Parteitag wieder einmal zu spüren, als er die CDU vor einem Führerkult warnte und die Frage stellte, was nach Kohl komme.	*	*	*	*	*	*	82488	74489	*	*	
tueba-s53951-2	kaufen	Man hat die finanziellen Mittel, ein Instrument zu lernen und sich vielleicht auch eines zu kaufen.	*	*	*	*	*	*	74296	74296	*	*	
tueba-s55629-3	machen	Da ist der junge CDU-Nachrücker Karsten Tietz, der statt aufzuklären mit seiner persönlichen Betroffenheit-' Ich habe neulich ein Praktikum bei der Polizei gemacht'- und seinem naiven Glauben an das Gute im Polizisten langweilt.	78519	*	*	*	*	*	82751	*	*	*	
tueba-s56681-3	kennen	Dabei hätte die Geschichte sich vor 30 Jahren auch hierzulande zutragen können, damals, als jeder jemanden kannte, der gerade ernsthaft darüber nachdachte, in den Untergrund zu gehen.	*	*	76460	*	*	*	76460	*	*	*	
tueba-s57369-2	beschreiben	' Sie rennen gern, wir rennen gern', beschreibt Arizona-Spielmacher Mike Bibby einen Stil, der in der Profiliga NBA zunehmend aus der Mode gerät, obwohl die Seattle SuperSonics auf diese Weise im letzten Jahr bis ins Finale gelangten.	*	*	78963	*	*	*	78963	78963	*	*	
tueba-s58092-1	beginnen	Morgen nach der Vereidigung der Abgeordneten werden die Möchtegern-Tory-Chefs mit der Stimmwerbung beginnen.	83526	*	*	*	*	*	83526	*	*	*	
tueba-s59184-0	scheinen	Denn während eines Wimbledon-Regentages scheint sich niemand aufzuregen.	*	*	73621	*	*	*	73621	*	*	*	
tueba-s59641-2	versuchen	Um der allmächtigen Armee Paroli zu bieten, hat Tansu Ciller als Ministerpräsidentin und später als stellvertretende Ministerpräsidentin der Regierung Erbakan versucht, einen ihr treu ergebenen Nachrichtendienst innerhalb des Polizei aufzubauen.	*	*	*	*	*	*	112506	112506	*	*	
tueba-s59778-1	lernen	Von der könnte sie sogar noch etwas lernen: Professionalität.	77485	*	*	*	*	*	77485	*	*	*	
tueba-s60723-2	trinken	' Wenn wir wieder in Irland sind, können wir ja mal ein Bier trinken gehen.'	*	*	*	*	*	*	85878	85835	*	*	
tueba-s61807-0	nutzen	Nach Angaben der Börsenhändler in Frankfurt nutzten vor allem Kleinanleger die gefallenen Kurse, um vermeintlich billige Aktien zu kaufen.	76258	*	*	*	*	*	129218	*	*	*	
tueba-s62337-1	finden	Um so erfreulicher, wie hier ein Österreicher unter souveränem Moralverzicht seinen Helden sich in der Provinz seines Heimatlandes verlieren und anderes finden läßt.	77891	*	*	*	*	*	1	77891	*	*	
tueba-s64972-1	finden	Der Gegenstand packte mich aber wohl deshalb, weil ich mich schon immer- in allen meinen Büchern findet man das- für gespaltene Identitäten interessiert habe.	82307	*	*	*	*	*	82307	*	*	*	
tueba-s65711-1	schreiben	Diese Lieder von sexuellen Weihnachtsmännern und Schuhlöffeln mit Zähnen dran sind aus naturgemäß flachem urbanem Tiefsinn heraus geschrieben.	82842	*	*	*	*	*	78962	*	*	*	
tueba-s65807-1	erklären	Er hat eine Lebensgeschichte für oberflächliche Bekannte, die teilweise sein' verrücktes' Verhalten erklärt.	*	*	83214	*	*	*	83214	*	*	*	
tueba-s66591-3	scheinen	Es sind zwei Wetterfrösche, je nachdem, wer von den beiden hinausschaut, regnet 's oder scheint die Sonne.	*	*	*	*	*	*	82219	82219	*	*	
tueba-s66605-4	bleiben	Es ist verblüffend zu sehen, wie die Schauspielerinnen und Schauspieler jede Situation so prägen, daß ein neuer Raum entsteht, obwohl es augenscheinlich doch derselbe mit demselben Mobiliar geblieben ist.	89970	*	*	*	*	*	73680	*	*	*	
tueba-s66676-3	sagen	Bernd Köppl, der zu der Berliner 'Aufbruch'-Gruppe zählt, betonte, daß die Bedingungen für Rot-Grün heute sehr viel günstiger als noch vor vier Jahren seien: Die SPD, sagte er begeistert, habe sich in der Opposition verändert, um der AL Stimmen abzujagen, und sei mit einem sehr fortschrittlichen Wahlprogramm angetreten, weil sie an den Machtwechsel selbst nicht geglaubt habe:	78848	*	*	*	*	*	78741	*	*	*	
tueba-s66744-0	glauben	Glaubt ihr, daß die Convergencia Democratica, der bisher ein ehrenvoller dritter Platz eingeräumt wurde, bis zum vorgeschlagenen Termin Mitte September Chancen auf den Sieg hat?	77245	*	*	*	*	*	77245	*	*	*	
tueba-s68325-3	versuchen	So etwas kann niemand anhalten und niemand wird es versuchen.	*	*	*	*	*	*	112506	112506	*	*	
tueba-s69645-0	bekommen	Der kürzeste sowjetische Beitrag zum internationalen Wettbewerb- mein Eindruck: ein Favorit- bekam auch den Kurzfilmpreis.	*	*	74204	*	*	*	74204	*	*	*	
tueba-s71140-3	spüren	Leben sie so in den Tag, als lebten sie wenig, oder leben sie so, daß man spürt, daß sie als Sterbliche leben.	*	*	*	*	*	*	82488	*	*	82488	
tueba-s72000-1	sagen	' Das deckt sich mit unserer Vorstellung', sagte gestern Bewag-Sprecher Möller.	78848	*	*	*	*	*	78741	*	*	*	
tueba-s72027-2	passieren	Als der Verteidiger vorschlug, das corpus delicti zu begutachten, passierte eine kleine Panne: Die Beweismittel, obzwar akribisch in den Akten aufgezählt, waren in irgendeinem Archiv verschollen.	*	*	*	*	*	*	73392	73392	*	*	
tueba-s72187-1	passieren	' Eigentlich ist man ganz froh, wenn während des Dienstes nichts passiert', faßt ein Helfer zusammen.	*	*	*	*	*	*	73392	73392	*	*	
tueba-s72278-3	beginnen	Kämpfe zwischen der Guerilla und den südafrikanischen Truppen sind beendet/ Die Unterbringung der Swapo-Leute in angolanischen UNO-Lagern und Entwaffnung kann beginnen/ Sprecher der Volksorganisation verlangt Einhaltung der Uno-Resolution 435	83526	*	*	*	*	*	83526	*	*	*	
tueba-s72619-2	finden	Die Swapo hat den Feind gesucht- und gefunden.	82307	*	*	*	*	*	82307	*	*	*	
tueba-s73072-0	nutzen	Die Bewohner der Stadt nutzten ein kurzes Abflauen der Gefechte gestern morgen, um einzukaufen und sich in Plastikkanistern Wasser von öffentlichen Hähnen der Kanalisation zu holen.	129218	*	*	*	*	*	76258	*	*	*	
tueba-s73379-3	meinen	Die schottischen Bestrebungen nach einer Verfassungsreform sind Reaktionen auf ein Versagen des alten zentralen Regimes/ Ihr Scheitern würde den Rückfall in die Resignation der siebziger Jahre bedeuten, meint der Journalist und Buchautor Tom Nairn/ Allerdings steht die Thatcher-Opposition in Schottland noch auf wackeligen Beinen	*	*	77271	*	*	*	87086	*	*	*	
tueba-s73572-3	lernen	Bei den meisten Filmen ist der Ton schlecht, das Bild zu hell oder zu dunkel, die Schnitte stimmen nicht- aber das kann man ja lernen.	77485	*	*	*	*	*	77485	*	*	*	
tueba-s73914-1	scheinen	' Schön langsam?' fragt er und scheint verstanden zu haben.	73621	*	*	*	*	*	73621	*	*	*	
tueba-s75131-3	stören	' Durch die regelmäßigen Fluten hat die Loire ein komplexes Ökosystem entstehen lassen, ein Gleichgewicht von Wasser-, Pflanzen und Sedimentaustausch, das durch die Staudämme gestört werden würde.	*	*	*	*	*	*	89400	79649	*	*	
tueba-s75795-0	nutzen	Nicht daß dieser Appell etwas genutzt hätte, doch spätestens, seit er verfaßt wurde, so vermuten die Buch-Autoren, stand Mercado auf der Abschußliste der Fellhändler, die nach Recherchen vor Ort eng mit der Rauschgiftmafia Boliviens und Paraguays zusammenarbeiten.	129218	*	*	*	*	*	129218	*	*	*	
tueba-s76142-1	kaufen	' Sie können sich kein neues Image kaufen.	74296	*	*	*	*	*	74296	*	*	*	
tueba-s76752-1	nutzen	Gleichzeitig kritisieren die Graswurzelaktivisten, daß die Pensionsfonds die Situation nicht genutzt haben, um noch weitgehendere Zugeständnisse zu erstreiten.	129218	*	*	*	*	*	76258	*	*	*	
tueba-s77031-1	lernen	' Sie sollen lernen, die öffentliche Moral zu achten und die staatliche Ordnung nicht zu stören.'	77499	*	*	*	*	*	77485	77499	*	*	
tueba-s78211-1	erklären	Auch Gefangene seien' rechtlich nicht vogelfrei', erklärte Hirsch zur Begründung.	*	*	*	*	*	*	78970	78970	*	*	
tueba-s78679-3	sagen	' Spätestens ab nachmittags ist man schon gar nicht mehr in der Lage, noch zu registrieren, was für ein Kunde da eigentlich vor einem steht', sagt Petra Altwilisch,' ich funktioniere dann eigentlich nur noch wie eine Maschine.'	78741	*	*	*	*	*	78741	*	*	*	
tueba-s78768-1	glauben	Eindeutiges Ergebnis dieser Tagung: die Historiker beider Parteien sind sich näher als sie glaubten.	77245	*	*	*	*	*	77245	*	*	*	
